global_row,peak,start,end,fragment_recount,matrix_rowsum
28784,chr1-229754870-229755103,229754870,229755103,1056,281.0
28785,chr1-229758825-229759370,229758825,229759370,1848,468.0
28786,chr1-229760587-229761120,229760587,229761120,2208,598.0
28787,chr1-229775288-229775629,229775288,229775629,1461,379.0
28788,chr1-229778696-229779405,229778696,229779405,4656,1613.0
28789,chr1-229780379-229780578,229780379,229780578,1425,458.0
28790,chr1-229781010-229781805,229781010,229781805,4515,1482.0
28791,chr1-229791847-229792194,229791847,229792194,1152,334.0
28792,chr1-229802512-229803405,229802512,229803405,2841,658.0
28793,chr1-229806148-229806815,229806148,229806815,2200,537.0
28794,chr1-229814207-229814465,229814207,229814465,1177,282.0
28795,chr1-229841004-229841571,229841004,229841571,1976,481.0
28796,chr1-229843672-229844222,229843672,229844222,2954,986.0
28797,chr1-229844400-229844921,229844400,229844921,2620,733.0
28798,chr1-229851370-229851869,229851370,229851869,3341,831.0
28799,chr1-229855882-229856716,229855882,229856716,7934,2514.0
28800,chr1-229859022-229859461,229859022,229859461,4671,1555.0
28801,chr1-229861701-229862384,229861701,229862384,7060,2365.0
28802,chr1-229863559-229864557,229863559,229864557,6823,2163.0
28803,chr1-229869262-229869592,229869262,229869592,1629,426.0
28804,chr1-229871020-229872364,229871020,229872364,5361,1485.0
28805,chr1-229877831-229878251,229877831,229878251,1901,523.0
28806,chr1-229879793-229880334,229879793,229880334,2070,581.0
28807,chr1-229882575-229884025,229882575,229884025,7075,2157.0
28808,chr1-229887090-229887999,229887090,229887999,5455,1958.0
28809,chr1-229888780-229889526,229888780,229889526,2561,706.0
28810,chr1-229896914-229897939,229896914,229897939,5826,1907.0
28811,chr1-229908074-229908551,229908074,229908551,1623,461.0
28812,chr1-229913530-229913872,229913530,229913872,1569,482.0
28813,chr1-229962612-229962965,229962612,229962965,1394,369.0
28814,chr1-229965249-229965622,229965249,229965622,1022,247.0
28815,chr1-229970755-229971431,229970755,229971431,3038,773.0
28816,chr1-229972438-229973652,229972438,229973652,4553,1352.0
28817,chr1-229973665-229973959,229973665,229973959,1303,366.0
28818,chr1-229980103-229980398,229980103,229980398,1166,338.0
28819,chr1-229981332-229982410,229981332,229982410,5993,1897.0
28820,chr1-229984005-229984891,229984005,229984891,5977,1712.0
28821,chr1-229985498-229985963,229985498,229985963,4483,1275.0
28822,chr1-229986749-229986948,229986749,229986948,1971,666.0
28823,chr1-229987579-229987870,229987579,229987870,2026,575.0
28824,chr1-229989423-229989911,229989423,229989911,3468,885.0
28825,chr1-229990580-229991598,229990580,229991598,5524,1779.0
28826,chr1-229991862-229992066,229991862,229992066,1568,428.0
28827,chr1-229994777-229995017,229994777,229995017,1712,531.0
28828,chr1-229995837-229996596,229995837,229996596,2972,860.0
28829,chr1-229998600-229999988,229998600,229999988,9853,3245.0
28830,chr1-230002210-230003004,230002210,230003004,6268,1581.0
28831,chr1-230003645-230004213,230003645,230004213,3183,790.0
28832,chr1-230004528-230005056,230004528,230005056,3238,751.0
28833,chr1-230008975-230009216,230008975,230009216,1608,406.0
28834,chr1-230010484-230011417,230010484,230011417,3292,1249.0
28835,chr1-230011428-230012109,230011428,230012109,3351,901.0
28836,chr1-230043005-230043327,230043005,230043327,1234,285.0
28837,chr1-230050846-230051045,230050846,230051045,800,225.0
28838,chr1-230054040-230054303,230054040,230054303,1299,360.0
28839,chr1-230057077-230058259,230057077,230058259,4232,1137.0
28840,chr1-230066440-230068444,230066440,230068444,73968,29077.0
28841,chr1-230073119-230074067,230073119,230074067,9648,3425.0
28842,chr1-230079325-230079617,230079325,230079617,1459,415.0
28843,chr1-230080882-230081130,230080882,230081130,1809,558.0
28844,chr1-230084072-230084974,230084072,230084974,7196,2288.0
28845,chr1-230086804-230087686,230086804,230087686,4873,1310.0
28846,chr1-230096574-230097210,230096574,230097210,2376,728.0
28847,chr1-230099176-230099708,230099176,230099708,2184,584.0
28848,chr1-230104008-230105448,230104008,230105448,13976,5089.0
28849,chr1-230106740-230106967,230106740,230106967,1270,625.0
28850,chr1-230106985-230107286,230106985,230107286,2056,631.0
28851,chr1-230111975-230114083,230111975,230114083,26913,9542.0
28852,chr1-230119980-230120348,230119980,230120348,1674,552.0
28853,chr1-230120426-230121215,230120426,230121215,4358,1227.0
28854,chr1-230124802-230125217,230124802,230125217,2398,718.0
28855,chr1-230127104-230127375,230127104,230127375,1939,598.0
28856,chr1-230128343-230129235,230128343,230129235,6108,2009.0
28857,chr1-230130263-230130729,230130263,230130729,2755,814.0
28858,chr1-230132491-230132906,230132491,230132906,2204,734.0
28859,chr1-230136247-230137582,230136247,230137582,12558,4504.0
28860,chr1-230140085-230140656,230140085,230140656,5795,1875.0
28861,chr1-230142727-230143231,230142727,230143231,4176,1529.0
28862,chr1-230143399-230143829,230143399,230143829,4025,1346.0
28863,chr1-230145940-230146394,230145940,230146394,3261,975.0
28864,chr1-230147413-230147763,230147413,230147763,3646,1155.0
28865,chr1-230149966-230150839,230149966,230150839,6016,1742.0
28866,chr1-230153097-230154364,230153097,230154364,15203,5304.0
28867,chr1-230158178-230158863,230158178,230158863,4754,1457.0
28868,chr1-230159546-230160051,230159546,230160051,3549,1012.0
28869,chr1-230160823-230161264,230160823,230161264,2156,557.0
28870,chr1-230163663-230164006,230163663,230164006,2339,1058.0
28871,chr1-230164031-230164402,230164031,230164402,2995,902.0
28872,chr1-230167417-230167723,230167417,230167723,2962,861.0
28873,chr1-230169154-230170305,230169154,230170305,11196,3700.0
28874,chr1-230172086-230172324,230172086,230172324,2182,657.0
28875,chr1-230175376-230175627,230175376,230175627,1967,529.0
28876,chr1-230176643-230177803,230176643,230177803,12711,4693.0
28877,chr1-230185192-230185625,230185192,230185625,2524,676.0
28878,chr1-230186076-230186708,230186076,230186708,3412,1121.0
28879,chr1-230186916-230187156,230186916,230187156,1907,496.0
28880,chr1-230188860-230189355,230188860,230189355,3422,1060.0
28881,chr1-230191054-230191846,230191054,230191846,7044,2001.0
28882,chr1-230194187-230195021,230194187,230195021,7127,2317.0
28883,chr1-230200338-230200842,230200338,230200842,3372,964.0
28884,chr1-230201536-230201835,230201536,230201835,1889,559.0
28885,chr1-230204842-230205086,230204842,230205086,1659,475.0
28886,chr1-230205761-230206258,230205761,230206258,2706,821.0
28887,chr1-230208231-230209193,230208231,230209193,6673,2059.0
28888,chr1-230209696-230210043,230209696,230210043,3480,971.0
28889,chr1-230210864-230211341,230210864,230211341,3830,1189.0
28890,chr1-230211750-230212912,230211750,230212912,8211,2322.0
28891,chr1-230214747-230215407,230214747,230215407,7988,2828.0
28892,chr1-230220441-230221588,230220441,230221588,5251,1449.0
28893,chr1-230222775-230222976,230222775,230222976,1226,346.0
28894,chr1-230224096-230224798,230224096,230224798,3274,983.0
28895,chr1-230225302-230225516,230225302,230225516,1393,375.0
28896,chr1-230229361-230229794,230229361,230229794,2324,683.0
28897,chr1-230230818-230232775,230230818,230232775,9091,3020.0
28898,chr1-230237049-230238232,230237049,230238232,4726,1397.0
28899,chr1-230243157-230244287,230243157,230244287,6535,2066.0
28900,chr1-230247908-230251014,230247908,230251014,22142,7845.0
28901,chr1-230268294-230269198,230268294,230269198,9797,3343.0
28902,chr1-230270938-230271301,230270938,230271301,3028,967.0
28903,chr1-230274167-230274626,230274167,230274626,2639,737.0
28904,chr1-230277127-230277860,230277127,230277860,3372,1008.0
28905,chr1-230280192-230281371,230280192,230281371,6795,1879.0
28906,chr1-230288345-230289021,230288345,230289021,4531,1288.0
28907,chr1-230291565-230291870,230291565,230291870,1404,365.0
28908,chr1-230292853-230293886,230292853,230293886,5176,1452.0
28909,chr1-230300836-230301122,230300836,230301122,1507,350.0
28910,chr1-230303743-230304094,230303743,230304094,1666,428.0
28911,chr1-230307997-230308419,230307997,230308419,2417,649.0
28912,chr1-230309727-230309926,230309727,230309926,1820,579.0
28913,chr1-230310127-230310856,230310127,230310856,12303,4606.0
28914,chr1-230313844-230314561,230313844,230314561,6494,2295.0
28915,chr1-230321786-230322469,230321786,230322469,6383,2312.0
28916,chr1-230323095-230323358,230323095,230323358,2726,916.0
28917,chr1-230326977-230327936,230326977,230327936,7355,2421.0
28918,chr1-230328471-230328836,230328471,230328836,2658,935.0
28919,chr1-230332546-230333400,230332546,230333400,6453,2192.0
28920,chr1-230333557-230334749,230333557,230334749,9544,3276.0
28921,chr1-230336049-230336597,230336049,230336597,3469,1130.0
28922,chr1-230338915-230339199,230338915,230339199,1797,608.0
28923,chr1-230342074-230342313,230342074,230342313,3334,1176.0
28924,chr1-230344559-230345029,230344559,230345029,5264,2062.0
28925,chr1-230345210-230346065,230345210,230346065,16593,6042.0
28926,chr1-230348276-230348985,230348276,230348985,8186,2959.0
28927,chr1-230350276-230350868,230350276,230350868,6520,2241.0
28928,chr1-230352583-230352893,230352583,230352893,3264,1222.0
28929,chr1-230357031-230357655,230357031,230357655,5754,1961.0
28930,chr1-230360973-230361299,230360973,230361299,2501,861.0
28931,chr1-230363895-230364229,230363895,230364229,2967,1019.0
28932,chr1-230365564-230366261,230365564,230366261,7634,2841.0
28933,chr1-230366624-230367096,230366624,230367096,5198,2024.0
28934,chr1-230369770-230370168,230369770,230370168,3220,1127.0
28935,chr1-230374845-230376929,230374845,230376929,24801,9200.0
28936,chr1-230380999-230382425,230380999,230382425,13675,4973.0
28937,chr1-230386818-230387129,230386818,230387129,1990,718.0
28938,chr1-230389957-230390229,230389957,230390229,2734,1045.0
28939,chr1-230391016-230391248,230391016,230391248,2252,826.0
28940,chr1-230391514-230392895,230391514,230392895,11557,4056.0
28941,chr1-230393813-230394162,230393813,230394162,3044,1097.0
28942,chr1-230398702-230398924,230398702,230398924,2383,859.0
28943,chr1-230399282-230400548,230399282,230400548,10563,3884.0
28944,chr1-230401299-230402328,230401299,230402328,7597,2675.0
28945,chr1-230407284-230407697,230407284,230407697,2184,787.0
28946,chr1-230413111-230414789,230413111,230414789,8301,2845.0
28947,chr1-230415137-230416128,230415137,230416128,5760,1814.0
28948,chr1-230424380-230424789,230424380,230424789,6114,2323.0
28949,chr1-230425362-230426949,230425362,230426949,69398,27916.0
28950,chr1-230429089-230429353,230429089,230429353,2226,1039.0
28951,chr1-230429445-230429875,230429445,230429875,5816,2120.0
28952,chr1-230430571-230430773,230430571,230430773,1571,488.0
28953,chr1-230435127-230435365,230435127,230435365,984,239.0
28954,chr1-230438729-230439469,230438729,230439469,2722,645.0
28955,chr1-230456385-230456700,230456385,230456700,1469,370.0
28956,chr1-230458122-230459037,230458122,230459037,4146,1320.0
28957,chr1-230459280-230459700,230459280,230459700,1602,441.0
28958,chr1-230460728-230461212,230460728,230461212,1795,554.0
28959,chr1-230464487-230464971,230464487,230464971,2698,973.0
28960,chr1-230465365-230466111,230465365,230466111,4169,1442.0
28961,chr1-230488933-230489553,230488933,230489553,2135,575.0
28962,chr1-230494825-230496701,230494825,230496701,9367,3382.0
28963,chr1-230498873-230499104,230498873,230499104,2146,729.0
28964,chr1-230503686-230504060,230503686,230504060,3466,1310.0
28965,chr1-230507444-230508578,230507444,230508578,11064,3998.0
28966,chr1-230509061-230509991,230509061,230509991,6768,2319.0
28967,chr1-230515407-230516175,230515407,230516175,4589,1454.0
28968,chr1-230516907-230518223,230516907,230518223,8747,2930.0
28969,chr1-230536094-230537701,230536094,230537701,7047,2221.0
28970,chr1-230541226-230541729,230541226,230541729,2335,759.0
28971,chr1-230548834-230549826,230548834,230549826,7325,2672.0
28972,chr1-230550367-230550756,230550367,230550756,2916,1108.0
28973,chr1-230555271-230555655,230555271,230555655,1707,529.0
28974,chr1-230560695-230560946,230560695,230560946,1024,559.0
28975,chr1-230561003-230561967,230561003,230561967,5901,2128.0
28976,chr1-230563538-230563885,230563538,230563885,2500,926.0
28977,chr1-230566586-230567014,230566586,230567014,1731,514.0
28978,chr1-230568033-230568463,230568033,230568463,3439,1205.0
28979,chr1-230571955-230572990,230571955,230572990,4844,1566.0
28980,chr1-230573705-230574000,230573705,230574000,1214,309.0
28981,chr1-230583898-230584248,230583898,230584248,1553,440.0
28982,chr1-230591650-230592257,230591650,230592257,2127,521.0
28983,chr1-230609043-230609508,230609043,230609508,2062,540.0
28984,chr1-230610725-230611869,230610725,230611869,3917,1105.0
28985,chr1-230614176-230614452,230614176,230614452,1133,357.0
28986,chr1-230615716-230616179,230615716,230616179,1990,604.0
28987,chr1-230618404-230618920,230618404,230618920,2230,691.0
28988,chr1-230621086-230622434,230621086,230622434,5950,1781.0
28989,chr1-230625193-230625615,230625193,230625615,2689,846.0
28990,chr1-230629876-230630878,230629876,230630878,3957,1350.0
28991,chr1-230632126-230632620,230632126,230632620,4384,1564.0
28992,chr1-230638808-230639430,230638808,230639430,3632,1384.0
28993,chr1-230639634-230640141,230639634,230640141,2864,940.0
28994,chr1-230641195-230643070,230641195,230643070,41007,15364.0
28995,chr1-230658474-230658751,230658474,230658751,1618,440.0
28996,chr1-230661864-230662090,230661864,230662090,1187,319.0
28997,chr1-230670207-230670406,230670207,230670406,961,311.0
28998,chr1-230670722-230671669,230670722,230671669,3330,954.0
28999,chr1-230672107-230672474,230672107,230672474,1798,502.0
29000,chr1-230674186-230674530,230674186,230674530,1007,297.0
29001,chr1-230678992-230679515,230678992,230679515,2865,976.0
29002,chr1-230680245-230680650,230680245,230680650,2605,899.0
29003,chr1-230681368-230683546,230681368,230683546,17670,7020.0
29004,chr1-230691392-230691969,230691392,230691969,4915,1825.0
29005,chr1-230692546-230693677,230692546,230693677,9384,3931.0
29006,chr1-230693802-230694292,230693802,230694292,4988,1753.0
29007,chr1-230696346-230696549,230696346,230696549,2073,684.0
29008,chr1-230697026-230697619,230697026,230697619,5364,1923.0
29009,chr1-230701212-230702311,230701212,230702311,10203,3820.0
29010,chr1-230708267-230708943,230708267,230708943,6717,2264.0
29011,chr1-230713468-230714717,230713468,230714717,21927,8214.0
29012,chr1-230726674-230726978,230726674,230726978,1032,270.0
29013,chr1-230728531-230729764,230728531,230729764,10343,3798.0
29014,chr1-230742365-230742916,230742365,230742916,3236,1026.0
29015,chr1-230743456-230744439,230743456,230744439,8263,2872.0
29016,chr1-230744911-230745344,230744911,230745344,3174,1005.0
29017,chr1-230747045-230747309,230747045,230747309,2656,1059.0
29018,chr1-230747517-230748182,230747517,230748182,7568,2766.0
29019,chr1-230749101-230749508,230749101,230749508,3572,1169.0
29020,chr1-230751785-230754223,230751785,230754223,51851,20572.0
29021,chr1-230758353-230759609,230758353,230759609,7521,2505.0
29022,chr1-230760418-230760782,230760418,230760782,2723,773.0
29023,chr1-230772449-230773962,230772449,230773962,22626,8661.0
29024,chr1-230776480-230776849,230776480,230776849,1579,478.0
29025,chr1-230781131-230782324,230781131,230782324,6209,2223.0
29026,chr1-230794278-230795119,230794278,230795119,5319,1752.0
29027,chr1-230797533-230799069,230797533,230799069,23784,9149.0
29028,chr1-230800952-230801479,230800952,230801479,3106,1024.0
29029,chr1-230806578-230809965,230806578,230809965,71510,28339.0
29030,chr1-230814510-230814795,230814510,230814795,1178,410.0
29031,chr1-230815081-230816149,230815081,230816149,6251,2023.0
29032,chr1-230820406-230821560,230820406,230821560,18370,6493.0
29033,chr1-230823451-230823807,230823451,230823807,6129,2256.0
29034,chr1-230824791-230825488,230824791,230825488,8445,3177.0
29035,chr1-230825879-230826091,230825879,230826091,3719,1767.0
29036,chr1-230826217-230828058,230826217,230828058,28240,10110.0
29037,chr1-230834260-230834571,230834260,230834571,2499,774.0
29038,chr1-230836785-230837022,230836785,230837022,2666,949.0
29039,chr1-230838611-230839517,230838611,230839517,9173,3014.0
29040,chr1-230840381-230841417,230840381,230841417,7952,2675.0
29041,chr1-230842775-230843076,230842775,230843076,3180,1024.0
29042,chr1-230848973-230850298,230848973,230850298,14567,5359.0
29043,chr1-230851386-230851771,230851386,230851771,3899,1290.0
29044,chr1-230855855-230856230,230855855,230856230,6356,2472.0
29045,chr1-230856588-230857580,230856588,230857580,19912,7771.0
29046,chr1-230858802-230859737,230858802,230859737,23597,9263.0
29047,chr1-230863502-230863768,230863502,230863768,6805,2674.0
29048,chr1-230864306-230864924,230864306,230864924,9885,3869.0
29049,chr1-230867620-230869208,230867620,230869208,50753,19703.0
29050,chr1-230877053-230877491,230877053,230877491,2936,824.0
29051,chr1-230882100-230882693,230882100,230882693,2649,685.0
29052,chr1-230883775-230884295,230883775,230884295,2908,907.0
29053,chr1-230885845-230886071,230885845,230886071,982,263.0
29054,chr1-230891438-230891703,230891438,230891703,1492,441.0
29055,chr1-230896103-230897203,230896103,230897203,4703,1432.0
29056,chr1-230902511-230902747,230902511,230902747,1951,504.0
29057,chr1-230905613-230906506,230905613,230906506,8100,2909.0
29058,chr1-230907201-230908070,230907201,230908070,6253,2146.0
29059,chr1-230909726-230910760,230909726,230910760,17273,6420.0
29060,chr1-230917036-230918085,230917036,230918085,11309,4016.0
29061,chr1-230921562-230922478,230921562,230922478,4195,1465.0
29062,chr1-230922508-230922920,230922508,230922920,2443,724.0
29063,chr1-230939564-230941474,230939564,230941474,7462,2522.0
29064,chr1-230946279-230946788,230946279,230946788,1732,497.0
29065,chr1-230955901-230956472,230955901,230956472,2368,669.0
29066,chr1-230963467-230963827,230963467,230963827,1551,378.0
29067,chr1-230964425-230965189,230964425,230965189,2475,825.0
29068,chr1-230971672-230972280,230971672,230972280,2949,1007.0
29069,chr1-230972642-230973266,230972642,230973266,2533,618.0
29070,chr1-230977749-230979468,230977749,230979468,66812,26033.0
29071,chr1-230985204-230985428,230985204,230985428,1269,361.0
29072,chr1-230987042-230987429,230987042,230987429,2453,858.0
29073,chr1-230989274-230989612,230989274,230989612,1214,307.0
29074,chr1-230991589-230992516,230991589,230992516,5040,1635.0
29075,chr1-230994948-230995147,230994948,230995147,720,190.0
29076,chr1-231015863-231016804,231015863,231016804,3065,872.0
29077,chr1-231020042-231020716,231020042,231020716,2874,673.0
29078,chr1-231021397-231021878,231021397,231021878,1685,396.0
29079,chr1-231026895-231027845,231026895,231027845,3994,1061.0
29080,chr1-231028033-231028966,231028033,231028966,4370,1187.0
29081,chr1-231035512-231036055,231035512,231036055,3531,1143.0
29082,chr1-231036435-231036734,231036435,231036734,2526,671.0
29083,chr1-231039022-231041320,231039022,231041320,31301,10514.0
29084,chr1-231053014-231054558,231053014,231054558,9772,3294.0
29085,chr1-231061465-231061872,231061465,231061872,1443,296.0
29086,chr1-231063455-231064056,231063455,231064056,2528,826.0
29087,chr1-231065522-231065817,231065522,231065817,1214,264.0
29088,chr1-231070981-231071222,231070981,231071222,1244,280.0
29089,chr1-231084111-231084358,231084111,231084358,807,216.0
29090,chr1-231093012-231093903,231093012,231093903,6466,2105.0
29091,chr1-231106190-231106640,231106190,231106640,1681,518.0
29092,chr1-231122663-231123868,231122663,231123868,5260,1605.0
29093,chr1-231124328-231125216,231124328,231125216,6256,1971.0
29094,chr1-231140057-231140379,231140057,231140379,1204,268.0
29095,chr1-231160572-231163851,231160572,231163851,29213,10674.0
29096,chr1-231174588-231175741,231174588,231175741,4129,1164.0
29097,chr1-231178172-231178406,231178172,231178406,1129,294.0
29098,chr1-231184098-231184499,231184098,231184499,2341,735.0
29099,chr1-231187223-231188521,231187223,231188521,19229,7035.0
29100,chr1-231192312-231193227,231192312,231193227,10101,3592.0
29101,chr1-231200274-231200636,231200274,231200636,1493,388.0
29102,chr1-231206834-231207197,231206834,231207197,2791,852.0
29103,chr1-231210995-231211864,231210995,231211864,10081,3517.0
29104,chr1-231215167-231215933,231215167,231215933,4069,1227.0
29105,chr1-231225777-231226707,231225777,231226707,5301,1789.0
29106,chr1-231240136-231241968,231240136,231241968,35211,12855.0
29107,chr1-231250093-231250436,231250093,231250436,1268,335.0
29108,chr1-231254120-231254457,231254120,231254457,1212,311.0
29109,chr1-231265280-231265931,231265280,231265931,1959,531.0
29110,chr1-231266685-231267409,231266685,231267409,3232,986.0
29111,chr1-231271118-231271531,231271118,231271531,1698,465.0
29112,chr1-231278103-231278365,231278103,231278365,1307,322.0
29113,chr1-231315852-231316126,231315852,231316126,1741,458.0
29114,chr1-231336939-231338750,231336939,231338750,45064,17078.0
29115,chr1-231339272-231339552,231339272,231339552,2690,877.0
29116,chr1-231357068-231357355,231357068,231357355,1529,525.0
29117,chr1-231357675-231358350,231357675,231358350,6773,2472.0
29118,chr1-231368863-231369842,231368863,231369842,5677,1894.0
29119,chr1-231376606-231377789,231376606,231377789,4909,1640.0
29120,chr1-231377995-231378236,231377995,231378236,1786,605.0
29121,chr1-231379593-231380244,231379593,231380244,3322,1034.0
29122,chr1-231383042-231383435,231383042,231383435,2297,761.0
29123,chr1-231384655-231384967,231384655,231384967,1806,540.0
29124,chr1-231385670-231385874,231385670,231385874,1198,385.0
29125,chr1-231387144-231387378,231387144,231387378,1176,344.0
29126,chr1-231390798-231391149,231390798,231391149,1934,531.0
29127,chr1-231394917-231395874,231394917,231395874,4027,1207.0
29128,chr1-231405987-231406221,231405987,231406221,1160,358.0
29129,chr1-231407929-231408495,231407929,231408495,2693,1058.0
29130,chr1-231408563-231409014,231408563,231409014,2738,842.0
29131,chr1-231414106-231414912,231414106,231414912,3469,1099.0
29132,chr1-231420856-231422799,231420856,231422799,72360,28512.0
29133,chr1-231430769-231431464,231430769,231431464,3274,801.0
29134,chr1-231466799-231468580,231466799,231468580,6617,1880.0
29135,chr1-231486728-231487289,231486728,231487289,2178,574.0
29136,chr1-231493853-231494116,231493853,231494116,1214,314.0
29137,chr1-231505232-231505986,231505232,231505986,2254,617.0
29138,chr1-231515220-231516150,231515220,231516150,2764,606.0
29139,chr1-231523560-231524085,231523560,231524085,1901,447.0
29140,chr1-231527603-231529202,231527603,231529202,45292,17146.0
29141,chr1-231529881-231530433,231529881,231530433,3818,990.0
29142,chr1-231534719-231535023,231534719,231535023,1974,413.0
29143,chr1-231541845-231542044,231541845,231542044,843,185.0
29144,chr1-231545130-231545329,231545130,231545329,637,184.0
29145,chr1-231546590-231547018,231546590,231547018,1999,569.0
29146,chr1-231557917-231558365,231557917,231558365,2347,638.0
29147,chr1-231571492-231572167,231571492,231572167,2314,636.0
29148,chr1-231584166-231584439,231584166,231584439,1468,476.0
29149,chr1-231590352-231591108,231590352,231591108,5747,1820.0
29150,chr1-231596302-231596566,231596302,231596566,1492,387.0
29151,chr1-231600247-231600550,231600247,231600550,1413,443.0
29152,chr1-231603395-231604317,231603395,231604317,7732,2660.0
29153,chr1-231605120-231605864,231605120,231605864,3930,1137.0
29154,chr1-231610205-231610711,231610205,231610711,3040,769.0
29155,chr1-231611621-231611900,231611621,231611900,1273,365.0
29156,chr1-231612481-231613700,231612481,231613700,8429,2509.0
29157,chr1-231618880-231619198,231618880,231619198,1670,444.0
29158,chr1-231625778-231628730,231625778,231628730,38491,12914.0
29159,chr1-231634718-231636510,231634718,231636510,12450,4103.0
29160,chr1-231639894-231640728,231639894,231640728,6120,2193.0
29161,chr1-231641927-231644634,231641927,231644634,29812,10938.0
29162,chr1-231651341-231651959,231651341,231651959,2372,564.0
29163,chr1-231663284-231663547,231663284,231663547,1239,300.0
29164,chr1-231665049-231665461,231665049,231665461,1265,354.0
29165,chr1-231665797-231667147,231665797,231667147,4951,1247.0
29166,chr1-231677952-231678241,231677952,231678241,1273,320.0
29167,chr1-231678979-231679346,231678979,231679346,1813,513.0
29168,chr1-231680849-231681284,231680849,231681284,1603,439.0
29169,chr1-231682698-231682958,231682698,231682958,1176,291.0
29170,chr1-231683520-231684055,231683520,231684055,2995,825.0
29171,chr1-231684584-231685251,231684584,231685251,3496,1106.0
29172,chr1-231689852-231690365,231689852,231690365,2920,734.0
29173,chr1-231693182-231694919,231693182,231694919,18386,6141.0
29174,chr1-231695491-231696284,231695491,231696284,9260,3063.0
29175,chr1-231699664-231700135,231699664,231700135,2832,748.0
29176,chr1-231705755-231706600,231705755,231706600,3476,1107.0
29177,chr1-231706789-231707450,231706789,231707450,4325,1373.0
29178,chr1-231709258-231709621,231709258,231709621,1622,409.0
29179,chr1-231710065-231710264,231710065,231710264,1229,299.0
29180,chr1-231715818-231716246,231715818,231716246,1677,508.0
29181,chr1-231716551-231717375,231716551,231717375,2899,866.0
29182,chr1-231721371-231721970,231721371,231721970,1941,561.0
29183,chr1-231724844-231725501,231724844,231725501,3851,944.0
29184,chr1-231728256-231728467,231728256,231728467,1043,284.0
29185,chr1-231734289-231734857,231734289,231734857,2026,525.0
29186,chr1-231735778-231736641,231735778,231736641,3546,1061.0
29187,chr1-231743028-231743311,231743028,231743311,941,261.0
29188,chr1-231748659-231749272,231748659,231749272,2682,769.0
29189,chr1-231750898-231751231,231750898,231751231,1209,254.0
29190,chr1-231756623-231757151,231756623,231757151,5313,1920.0
29191,chr1-231757544-231757931,231757544,231757931,2036,488.0
29192,chr1-231761809-231762030,231761809,231762030,1238,300.0
29193,chr1-231770511-231771040,231770511,231771040,2035,512.0
29194,chr1-231774703-231775142,231774703,231775142,2138,539.0
29195,chr1-231775873-231776912,231775873,231776912,5175,1448.0
29196,chr1-231777884-231778678,231777884,231778678,5756,1592.0
29197,chr1-231778868-231779475,231778868,231779475,4258,1387.0
29198,chr1-231781792-231782848,231781792,231782848,4402,1163.0
29199,chr1-231784092-231784432,231784092,231784432,1399,378.0
29200,chr1-231789063-231790205,231789063,231790205,4701,1296.0
29201,chr1-231795673-231796940,231795673,231796940,5809,1821.0
29202,chr1-231798482-231798920,231798482,231798920,1799,539.0
29203,chr1-231799331-231799661,231799331,231799661,1755,491.0
29204,chr1-231803259-231804184,231803259,231804184,6127,1437.0
29205,chr1-231806405-231807827,231806405,231807827,12168,3649.0
29206,chr1-231810061-231810383,231810061,231810383,1724,495.0
29207,chr1-231818307-231818506,231818307,231818506,989,280.0
29208,chr1-231818707-231818936,231818707,231818936,1087,288.0
29209,chr1-231822124-231822445,231822124,231822445,1139,301.0
29210,chr1-231827145-231827682,231827145,231827682,1664,480.0
29211,chr1-231844764-231845555,231844764,231845555,3872,1112.0
29212,chr1-231846028-231846315,231846028,231846315,1818,430.0
29213,chr1-231847486-231848337,231847486,231848337,3876,1138.0
29214,chr1-231850779-231851083,231850779,231851083,1680,488.0
29215,chr1-231853612-231853860,231853612,231853860,1921,509.0
29216,chr1-231855874-231856577,231855874,231856577,2530,664.0
29217,chr1-231861811-231862361,231861811,231862361,2559,809.0
29218,chr1-231863578-231863980,231863578,231863980,1666,530.0
29219,chr1-231866492-231867189,231866492,231867189,4041,1287.0
29220,chr1-231869286-231869722,231869286,231869722,2139,528.0
29221,chr1-231870441-231870682,231870441,231870682,1209,293.0
29222,chr1-231871670-231873130,231871670,231873130,5540,1568.0
29223,chr1-231882313-231884425,231882313,231884425,9268,2782.0
29224,chr1-231887097-231887308,231887097,231887308,845,190.0
29225,chr1-231890573-231891134,231890573,231891134,2137,564.0
29226,chr1-231896989-231897331,231896989,231897331,1343,313.0
29227,chr1-231899379-231899607,231899379,231899607,1146,300.0
29228,chr1-231913046-231913832,231913046,231913832,3012,677.0
29229,chr1-231919375-231920180,231919375,231920180,5369,1799.0
29230,chr1-231923171-231924571,231923171,231924571,13112,4892.0
29231,chr1-231929159-231929665,231929159,231929665,3938,1476.0
29232,chr1-231934705-231935272,231934705,231935272,3248,1173.0
29233,chr1-231937318-231937755,231937318,231937755,2842,867.0
29234,chr1-231940190-231941164,231940190,231941164,4414,1249.0
29235,chr1-231948706-231950062,231948706,231950062,7310,2461.0
29236,chr1-231959064-231959752,231959064,231959752,2518,751.0
29237,chr1-231961506-231962068,231961506,231962068,1910,468.0
29238,chr1-231964688-231965088,231964688,231965088,1142,256.0
29239,chr1-231970584-231971037,231970584,231971037,1624,365.0
29240,chr1-231971350-231972168,231971350,231972168,3087,977.0
29241,chr1-231973409-231974238,231973409,231974238,3246,950.0
